id,name,price,fuel,color,mileage,page_hit,page_favs,registered,CD changer,sunroof,suspension,address,year
16581619,M16 GDI 탑,1390,가솔린,은색,1455,21,0,2014-10-18,no,no,no,서울,2010
16534720,M16 GDI 탑,1450,가솔린,쥐색,30084,108,0,2014-10-10,no,yes,no,서울,2012
16487506,LPI M16 디럭스,890,LPG,흰색,58000,526,0,2014-09-29,no,no,no,서울,2012
16566375,M16 GDI 럭셔리,1220,가솔린,은색,10000,55,0,2014-10-15,no,no,no,서울,2011
16570824,M16 GDI 럭셔리,990,가솔린,은색,100800,13,0,2014-10-17,no,no,no,서울,2011
16500818,M16 GDI 탑,1300,가솔린,은색,47202,70,0,2014-10-01,no,no,no,서울,2011
16541818,M16 GDI 프리미어,1300,가솔린,흰색,18000,89,1,2014-10-10,no,no,no,서울,2011
16279091,M16 GDI 럭셔리,1020,가솔린,흰색,20000,1514,0,2014-08-15,no,no,no,서울,2011
16402806,LPI M16 스타일,1220,LPG,은색,15853,808,0,2014-09-19,no,no,no,서울,2013
16252682,M16 GDI 럭셔리,1120,가솔린,흰색,56000,340,0,2014-08-09,no,no,no,서울,2010
16506782,M16 GDI 프리미어,1299,가솔린,흰색,46000,154,0,2014-10-02,no,no,no,서울,2011
16236703,M16 GDI 럭셔리,1170,가솔린,검정색,46000,696,2,2014-08-06,no,no,no,서울,2012
16564011,M16 GDI 프리미어,1330,가솔린,쥐색,15860,29,0,2014-10-15,no,no,no,서울,2011
16294425,M16 GDI 모던,1390,가솔린,검정색,35000,492,1,2014-08-19,no,yes,no,서울,2012
16540896,LPI M16 스타일,1120,LPG,은색,51241,58,0,2014-10-10,no,no,no,서울,2013
16321080,M16 GDI 블루세이버,1450,가솔린,흰색,28075,2151,5,2014-08-25,no,yes,no,서울,2011
16561183,M16 GDI 럭셔리,1190,가솔린,은색,51000,12,0,2014-10-14,no,no,no,경기,2011
16459017,M16 GDI 스마트,1370,가솔린,흰색,26647,165,0,2014-09-23,no,yes,no,서울,2013
16428109,M16 GDI 탑,1340,가솔린,흰색,56910,528,2,2014-09-24,no,no,no,서울,2011
16491126,M16 GDI 스마트,1390,가솔린,쥐색,10058,101,0,2014-09-30,no,no,no,서울,2013
16530292,M16 GDI 럭셔리,1290,가솔린,흰색,24000,302,1,2014-10-08,no,yes,no,서울,2012
16452410,M16 GDI 스마트,1340,가솔린,흰색,20000,173,2,2014-09-22,no,yes,no,서울,2012
16439622,M16 GDI 럭셔리,1320,가솔린,검정색,48000,139,0,2014-09-19,no,no,no,서울,2011
16464146,M16 GDI 모던,1530,가솔린,흰색,30000,367,0,2014-09-24,no,yes,no,서울,2013
16560669,M16 GDI 럭셔리,1260,가솔린,은색,18463,45,0,2014-10-15,no,no,no,서울,2011
16578321,M16 GDI 탑,1390,가솔린,흰색,67131,22,0,2014-10-17,no,yes,no,서울,2012
16019579,M16 GDI 럭셔리,1050,가솔린,흰색,17000,1648,0,2014-06-23,no,no,no,서울,2012
16555101,M16 GDI 스마트,1250,가솔린,쥐색,41000,15,0,2014-10-13,no,yes,no,서울,2012
16301374,M16 GDI 에비뉴,1480,가솔린,은색,6363,232,0,2014-08-20,no,no,no,서울,2013
16470048,M16 GDI 프리미어,1050,가솔린,쥐색,63966,296,1,2014-09-25,no,no,no,서울,2010
16577385,M16 GDI 스마트,1260,가솔린,검정색,32000,13,0,2014-10-17,no,no,no,서울,2012
16547168,M16 GDI 럭셔리,1090,가솔린,흰색,62372,37,0,2014-10-11,no,no,no,서울,2011
16567923,M16 GDI 럭셔리,1250,가솔린,흰색,19000,28,0,2014-10-16,no,no,no,서울,2010
16277394,M16 GDI 럭셔리,1280,가솔린,흰색,42094,333,0,2014-08-14,no,no,no,서울,2012
16472192,M16 GDI 프리미어,1390,가솔린,흰색,25016,143,0,2014-09-26,no,yes,no,서울,2011
16206080,M16 GDI 스마트,1260,가솔린,은색,22132,29,0,2014-10-02,no,no,no,서울,2012
16414314,M16 GDI 에비뉴,1390,가솔린,흰색,22825,685,0,2014-09-15,no,no,no,서울,2013
16307608,M16 GDI 에비뉴,1380,가솔린,은색,20260,815,0,2014-08-28,no,no,no,서울,2013
16247392,M16 GDI 스마트,1270,가솔린,흰색,42070,314,0,2014-09-02,no,no,no,서울,2012
16580751,M16 GDI 프리미어,1320,가솔린,빨간색,49600,15,0,2014-10-18,no,yes,no,서울,2011
16414800,LPI M16 럭셔리,990,LPG,흰색,66000,490,1,2014-09-15,no,no,no,서울,2011
16451850,M16 GDI 스타일,1070,가솔린,쥐색,13666,760,0,2014-09-26,no,no,no,서울,2012
16431478,M16 GDI 스마트,1380,가솔린,은색,28000,326,0,2014-09-18,no,yes,no,경기,2013
16540177,M16 GDI 프리미어,1300,가솔린,하늘색,26300,48,1,2014-10-10,no,no,no,서울,2010
15952996,M16 GDI 블루세이버,1200,가솔린,흰색,39104,1468,2,2014-06-09,no,no,no,서울,2011
16450443,M16 GDI 블루세이버,1150,가솔린,은색,42269,441,2,2014-09-26,no,yes,no,서울,2011
16304570,M16 GDI 럭셔리,1130,가솔린,흰색,78243,667,2,2014-09-01,no,no,no,서울,2012
16229194,M16 GDI 럭셔리,1000,가솔린,흰색,21700,384,0,2014-10-08,no,yes,no,서울,2010
16069177,M16 GDI 디럭스,1300,가솔린,흰색,61500,344,0,2014-09-03,no,no,no,서울,2012
16548400,M16 GDI 프리미엄,1570,가솔린,검정색,10000,280,1,2014-10-11,yes,yes,no,서울,2012
16455148,M16 GDI 스마트,1370,가솔린,흰색,26647,133,0,2014-09-23,no,yes,no,서울,2013
16096117,M16 GDI 디럭스,930,가솔린,은회색,29186,795,1,2014-09-11,no,no,no,서울,2010
16491989,M16 GDI 에비뉴,1450,가솔린,쥐색,24089,141,0,2014-10-06,no,yes,no,서울,2013
16534025,M16 GDI 럭셔리,1160,가솔린,은색,31817,238,0,2014-10-08,no,no,no,서울,2010
16541113,M16 GDI 럭셔리,920,가솔린,흰색,93000,140,1,2014-10-11,no,no,no,서울,2010
16411886,M16 GDI 럭셔리,1200,가솔린,흰색,24952,423,1,2014-09-15,no,no,no,서울,2011
16406675,M16 GDI 럭셔리,1190,가솔린,자주색(Red),66000,83,0,2014-09-13,no,no,no,경기,2010
16435358,M16 GDI 프리미어,1170,가솔린,흰색,42900,853,4,2014-09-19,no,yes,no,서울,2010
16445433,M16 GDI 디럭스,1090,가솔린,쥐색,35000,1220,3,2014-09-21,no,no,no,서울,2011
16364431,M16 GDI 디럭스,1060,가솔린,검정색,68312,1391,0,2014-09-02,no,no,no,서울,2011
16492192,M16 GDI 디럭스,980,가솔린,검정색,55000,247,1,2014-09-30,no,no,no,경기,2011
13609212,LPI M16 디럭스,890,LPG,은색,50000,3400,1,2014-01-02,no,no,no,서울,2011
16566131,M16 GDI 럭셔리,1020,가솔린,쥐색,40000,40,0,2014-10-15,no,no,no,서울,2011
16519259,M16 GDI 럭셔리,1120,가솔린,은색,51742,67,0,2014-10-06,no,no,no,서울,2011
16472601,M16 GDI 럭셔리,1050,가솔린,검정색,58000,13,0,2014-10-18,no,no,no,서울,2011
16496232,M16 GDI 럭셔리,1240,가솔린,흰색,51000,113,0,2014-10-01,no,no,no,서울,2011
16566177,M16 GDI 럭셔리,1220,가솔린,흰색,34391,166,1,2014-10-15,no,yes,no,서울,2010
16555313,M16 GDI 프리미어,1430,가솔린,흰색,28000,58,0,2014-10-13,no,no,no,서울,2012
16477216,M16 GDI 럭셔리,1250,가솔린,빨간색(자주색),31000,52,0,2014-09-29,no,no,no,서울,2012
16528847,M16 GDI 디럭스,940,가솔린,빨간색,66817,135,0,2014-10-08,no,no,no,서울,2010
16394541,M16 GDI 프리미엄,1550,가솔린,흰색,25000,1367,2,2014-09-11,no,yes,no,서울,2012
16534048,M16 GDI 프리미어,1240,가솔린,흰색,51350,245,0,2014-10-08,yes,yes,no,서울,2010
16257064,M16 GDI 프리미어,1330,가솔린,은색,40000,190,0,2014-08-12,no,no,no,서울,2012
16467166,M16 GDI 럭셔리,970,가솔린,은색,120000,132,1,2014-09-25,no,no,no,서울,2011
16279929,M16 GDI 디럭스,1060,가솔린,검정색,68293,359,0,2014-08-15,no,no,no,서울,2011
