id,name,price,fuel,color,mileage,page_hit,page_favs,registered,CD changer,sunroof,suspension,address,year
16632645,럭셔리,1370,가솔린,쥐색,18000,37,0,2014-10-29,no,no,yes,전북,2013
16326497,트렌디,1560,가솔린,흰색,10826,358,0,2014-08-26,no,no,no,경북,2013
16140999,트렌디,1450,가솔린,진주색,19000,818,4,2014-07-16,no,no,yes,경기,2013
16586411,럭셔리,1330,가솔린,쥐색,17000,193,1,2014-10-20,no,no,yes,경기,2012
16560903,노블레스,1540,가솔린,쥐색,49544,675,4,2014-10-16,no,yes,no,서울,2012
16648158,럭셔리,980,가솔린,진주색,89000,50,0,2014-11-02,no,no,yes,인천,2012
16651194,트렌디,1450,가솔린,흰색,27000,25,0,2014-11-03,no,no,yes,인천,2013
16623795,노블레스,1379,가솔린,검정색,14000,120,0,2014-10-28,yes,yes,yes,경기,2012
16375162,노블레스,1730,가솔린,쥐색,9653,3112,6,2014-09-18,no,yes,no,서울,2014
16614080,디젤 프레스티지,1490,디젤,진주색,2480,2063,3,2014-10-25,no,no,no,경기,2014
16659784,디젤 노블레스,1899,디젤,진주색,10271,20,0,2014-11-04,no,yes,no,경기,2014
16399089,럭셔리,1000,가솔린,쥐색,20000,1761,0,2014-09-12,no,no,no,경기,2013
16642157,프레스티지,1420,가솔린,흰색,47200,18,0,2014-10-31,no,no,yes,인천,2012
16522981,럭셔리,1390,가솔린,은색,26061,676,2,2014-10-10,no,no,no,서울,2012
16545352,럭셔리,1140,가솔린,쥐색,52481,369,0,2014-10-11,no,no,yes,경기,2013
16651414,디럭스,1390,가솔린,흰색,4201,14,0,2014-11-04,no,no,no,인천,2014
16627981,럭셔리,1520,가솔린,흰색,3200,189,0,2014-10-29,no,no,no,서울,2014
16580123,노블레스,1590,가솔린,쥐색,17000,522,1,2014-10-18,no,no,no,울산,2013
16604118,럭셔리,1350,가솔린,검정색,30000,171,0,2014-10-23,no,no,yes,서울,2013
16600496,디럭스,1260,가솔린,진주색,7000,555,0,2014-10-23,no,yes,yes,서울,2012
16565471,노블레스,1570,가솔린,흰색,45000,624,4,2014-10-15,no,yes,yes,부산,2012
16493136,디젤 프레스티지,1850,디젤,흰색,4300,3472,2,2014-09-30,no,no,no,대구,2014
16469098,노블레스,1590,가솔린,진주색,23570,956,13,2014-09-30,no,no,no,서울,2013
16601919,프레스티지,1630,가솔린,진주색,20000,455,1,2014-10-23,no,yes,yes,대구,2013
16531893,디럭스,1330,가솔린,은색,8561,388,0,2014-10-08,no,no,no,경기,2014
16585860,트렌디,1490,가솔린,진주색,27000,78,0,2014-10-20,no,no,yes,인천,2013
16656990,트렌디,1400,가솔린,은색,14244,1,0,2014-11-04,no,no,yes,경기,2013
16632069,디럭스,1280,가솔린,쥐색,23938,63,1,2014-10-30,no,no,yes,대전,2013
16570455,노블레스,1450,가솔린,은색,37000,412,0,2014-10-16,no,yes,yes,경기,2012
16611109,프레스티지,1380,가솔린,쥐색(글리터링메탈),33800,426,0,2014-10-25,no,no,yes,충북,2012
16372701,프레스티지,1430,가솔린,진주색,13973,3520,6,2014-09-11,no,no,no,부산,2013
16620375,프레스티지,1399,가솔린,검정색,42000,201,0,2014-10-27,no,no,yes,경기,2012
16489269,프레스티지,1600,가솔린,흰색,9260,138,0,2014-09-30,no,no,yes,경기,2013
16637877,디럭스,1350,가솔린,흰색,4232,33,0,2014-10-30,no,no,no,인천,2014
16604453,노블레스,1330,가솔린,검정색,15530,176,0,2014-10-23,no,no,yes,대전,2013
16644794,프레스티지,1320,가솔린,진주색,13986,9,0,2014-11-01,no,no,yes,인천,2012
16580494,노블레스,1680,가솔린,진주색,16499,12,0,2014-10-18,no,no,yes,경기,2013
16566456,트렌디,1450,가솔린,검정색,28000,195,0,2014-10-15,no,no,yes,경기,2013
16644165,프레스티지,1320,가솔린,검정색,24000,43,0,2014-11-01,no,no,yes,경기,2012
16607449,노블레스,1570,가솔린,흰색,18000,158,0,2014-10-24,no,yes,yes,경기,2013
16053561,노블레스,1590,가솔린,흰색,24192,655,0,2014-09-05,no,yes,yes,경기,2012
16092664,프레스티지,1445,가솔린,은색,18056,5083,7,2014-07-11,no,yes,no,경기,2013
16561378,디젤 프레스티지,1830,디젤,은색,1883,1836,4,2014-10-18,no,no,no,경기,2014
16647972,프레스티지,1320,가솔린,검정색,24049,157,0,2014-11-02,no,no,yes,경기,2012
16542692,트렌디,1530,가솔린,진주색,27000,492,3,2014-10-10,no,no,yes,서울,2013
16554103,디젤 프레스티지,1820,디젤,흰색,32900,1177,2,2014-10-13,no,yes,no,경기,2014
16646518,노블레스,990,가솔린,진주색,9000,66,0,2014-11-01,no,no,yes,서울,2012
16558835,에코플러스,1390,가솔린,쥐색,35000,142,0,2014-10-14,no,no,yes,경기,2012
16614057,노블레스,1590,가솔린,진주색,30000,83,0,2014-10-25,no,yes,yes,인천,2013
16483365,디럭스,1000,가솔린,은회색,17844,2626,4,2014-09-29,no,no,yes,부산,2013
16658862,노블레스,1000,가솔린,진주색,9600,25,0,2014-11-04,no,no,yes,서울,2012
16428770,프레스티지,1380,가솔린,진주색,29916,585,0,2014-09-18,no,no,yes,충남,2012
16588874,노블레스,1630,가솔린,진주색,28479,107,0,2014-10-20,no,no,yes,인천,2013
16657170,럭셔리,1730,디젤,은색,17439,9,0,2014-11-04,no,no,no,경기,2014
16620004,노블레스,1570,가솔린,검정색,37000,152,1,2014-10-30,yes,yes,yes,충북,2013
16638236,노블레스,1730,가솔린,진주색(진주펄색),6000,58,1,2014-10-30,no,yes,yes,인천,2012
16600804,럭셔리,1360,가솔린,검정색,33663,171,1,2014-10-23,no,yes,yes,서울,2013
16636677,프레스티지,1290,가솔린,흰색,15000,164,0,2014-10-30,no,no,yes,대구,2012
16342648,노블레스,1590,가솔린,검정색,20119,1735,2,2014-09-01,no,yes,no,광주,2013
16539666,디럭스,1320,가솔린,진주색,6000,363,1,2014-10-10,no,no,no,경기,2014
16503939,럭셔리,1280,가솔린,검정색,16386,308,1,2014-10-02,no,no,yes,경북,2012
16605054,노블레스,1490,가솔린,진주색,16000,645,3,2014-10-23,no,yes,yes,경기,2013
16644064,프레스티지,1420,가솔린,검정색,24000,66,0,2014-11-01,no,no,yes,경기,2013
16596225,트렌디,1570,가솔린,은색,18000,146,0,2014-10-22,no,no,no,전북,2014
16522190,노블레스,1530,가솔린,진주색,27000,699,1,2014-10-06,no,no,yes,서울,2013
16652899,트렌디,1550,가솔린,진주색,15100,28,1,2014-11-03,no,no,yes,부산,2013
16494424,트렌디,1650,가솔린,흰색,6129,648,0,2014-09-30,no,no,no,대구,2014
16506664,프레스티지,1420,가솔린,빨간색,25715,480,2,2014-10-06,no,no,no,서울,2012
16615589,디럭스,1390,가솔린,진주색,1925,681,1,2014-10-27,no,no,no,부산,2014
16603069,프레스티지,1590,가솔린,쥐색,24945,60,0,2014-10-23,no,no,yes,경기,2012
16646159,에코플러스,1380,가솔린,진주색,6828,77,1,2014-11-01,no,no,yes,인천,2013
16546227,프레스티지,1490,가솔린,쥐색,29000,808,3,2014-10-11,no,no,yes,대구,2013
16635704,노블레스,1570,가솔린,검정색,26000,78,2,2014-10-30,no,yes,yes,대구,2012
16364953,노블레스,1550,가솔린,진주색,47000,961,2,2014-09-02,no,no,no,서울,2013
16642128,트렌디,1420,가솔린,흰색,3300,106,0,2014-10-31,no,no,yes,대구,2013
16581754,프레스티지,1597,가솔린,검정색,39000,250,0,2014-10-22,no,yes,yes,경기,2012
16341984,럭셔리,1350,가솔린,은색,40000,673,0,2014-08-28,no,no,yes,부산,2012
16643002,디럭스,1390,가솔린,흰색,4232,29,0,2014-10-31,no,no,no,인천,2014
16575605,트렌디,1580,가솔린,검정색,11352,476,0,2014-10-17,yes,no,yes,대구,2013
16433950,노블레스,1570,가솔린,진주색,48000,1038,1,2014-09-18,no,yes,yes,대구,2012
16536561,트렌디,1590,가솔린,검정색,4384,324,0,2014-10-09,no,no,no,부산,2014
16637696,노블레스,1150,가솔린,흰색,22000,114,0,2014-10-30,no,no,yes,대전,2013
16615103,노블레스,1580,가솔린,흰색,10000,89,0,2014-10-26,yes,no,yes,인천,2013
16547996,럭셔리,1430,가솔린,쥐색,9600,232,0,2014-10-11,no,no,yes,경남,2012
16269021,트렌디,1240,가솔린,쥐색,15000,1532,2,2014-08-13,no,no,no,대구,2013
16637828,디럭스,1390,가솔린,흰색,4232,47,0,2014-10-31,no,no,no,인천,2014
16441108,노블레스,1790,가솔린,진주색,9224,1146,0,2014-09-20,no,no,no,경기,2014
16236519,디럭스,1000,가솔린,흰색,14000,1624,1,2014-10-10,no,no,yes,서울,2013
16630625,프레스티지,1480,가솔린,진주색,23852,126,3,2014-10-31,no,no,no,서울,2013
16468506,노블레스,1660,가솔린,흰색,19000,333,1,2014-09-25,no,no,yes,경기,2013
16418165,디젤 노블레스,1950,디젤,진주색,2707,7133,3,2014-09-17,no,no,no,충남,2014
16593447,노블레스,1540,가솔린,은색,19000,180,2,2014-10-22,no,no,yes,부산,2012
16394619,럭셔리,1320,가솔린,쥐색,20000,484,2,2014-09-11,no,no,yes,서울,2013
16600079,디럭스,1060,가솔린,흰색,1500,428,0,2014-10-23,no,no,no,인천,2013
16159992,트렌디,1430,가솔린,쥐색,8752,3481,4,2014-07-21,no,no,yes,경기,2013
16599490,노블레스,1630,가솔린,흰색,40000,257,0,2014-10-22,no,yes,yes,서울,2013
16626765,럭셔리,1460,가솔린,은색,9154,273,1,2014-10-28,no,no,yes,서울,2013
16649021,프레스티지,1600,가솔린,흰색,7000,103,0,2014-11-03,no,yes,yes,경기,2013
16595137,프레스티지,1500,가솔린,흰색,28000,159,0,2014-10-22,no,no,yes,경기,2012
16542797,프레스티지,1490,가솔린,은색,34000,35,0,2014-10-10,no,no,yes,전남,2013
16638904,프레스티지,1630,가솔린,진주색,24703,59,0,2014-10-31,no,yes,yes,부산,2013
16454945,트렌디,1470,가솔린,쥐색,29424,217,0,2014-09-23,no,no,yes,충북,2012
16457732,럭셔리,1450,가솔린,흰색,21982,145,0,2014-09-23,no,yes,yes,서울,2012
16551405,트렌디,1390,가솔린,진주색,28217,319,0,2014-10-13,no,no,yes,대전,2013
16610017,노블레스,1460,가솔린,진주색,74188,42,0,2014-10-24,no,yes,yes,대전,2012
16277884,디젤 노블레스,1960,디젤,검정색,6000,1990,0,2014-10-16,no,yes,no,전북,2014
16545914,럭셔리,1220,가솔린,흰색,31000,576,0,2014-10-11,no,no,yes,충남,2013
16601573,노블레스,1260,가솔린,흰색,62936,873,4,2014-10-25,no,no,no,경기,2012
16657887,트렌디,1280,가솔린,검정색,19000,5,0,2014-11-04,yes,no,yes,인천,2013
16545921,트렌디,1470,가솔린,진주색,20643,178,1,2014-10-11,no,no,yes,서울,2013
16428004,프레스티지,1450,가솔린,진주색,26052,2203,6,2014-09-25,no,no,no,대전,2013
16365040,노블레스,1550,가솔린,진주색,47000,925,1,2014-09-02,no,no,no,서울,2013
16606305,디럭스,1259,가솔린,흰색,7000,526,1,2014-10-24,no,no,yes,서울,2012
16658370,트렌디,1600,가솔린,흰색,11942,6,0,2014-11-04,no,no,yes,경기,2013
16343689,럭셔리,1330,가솔린,은색,34000,40,0,2014-11-01,no,no,yes,전북,2013
16495260,트렌디,1470,가솔린,흰색,40000,1785,2,2014-09-30,no,yes,yes,대구,2013
16627353,노블레스,1480,가솔린,진주색,35000,81,1,2014-11-03,no,no,yes,인천,2013
16548654,노블레스,1250,가솔린,검정색,26000,45,0,2014-10-12,no,no,yes,충북,2012
16547942,노블레스,1640,가솔린,흰색,10053,240,1,2014-10-11,no,no,yes,서울,2012
16594283,디럭스,1330,가솔린,흰색,5891,290,1,2014-10-22,no,no,no,대전,2013
